cycle_num,ambient_temperature,cycle_time_start,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(864.8499145507812-33.30489730834961j),(292.906494140625-84.52355194091797j),(2.7559661048105535+0.681579790454108j),(0.14292000298919022-0.11910902095404614j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(858.3848266601562-42.13150405883789j),(300.4463806152344-75.87329864501953j),(2.7190404054425787+0.5464238254925992j),(0.17758986921001244-0.10341435605252132j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(856.7225341796875-49.78998565673828j),(300.31927490234375-68.13848114013672j),(2.748818738767326+0.4578805279052717j),(0.20366911793856127-0.08410359408760183j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(854.005859375-56.50114440917969j),(303.563232421875-61.265869140625j),(2.7392598820959084+0.3667176429152102j),(0.22204697137669063-0.06461640307023292j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(853.9482421875-55.32548522949219j),(306.69561767578125-55.26713180541992j),(2.7282638282435014+0.31124615372532904j),(0.23417429739760445-0.04697162402265686j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(852.7781982421875-60.927406311035156j),(303.70721435546875-50.15087890625j),(2.765611101830109+0.2560703779252417j),(0.24151699372046911-0.03212982918805494j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(851.306884765625-62.254638671875j),(307.8294982910156-48.66852951049805j),(2.729266887890575+0.2292657714587596j),(0.24532569304753937-0.020353072175547455j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(849.779052734375-62.50429153442383j),(309.5690002441406-47.195587158203125j),(2.712768940243503+0.21166987448106095j),(0.2465798772271148-0.011487705531774653j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(848.9119873046875-63.975738525390625j),(310.1248779296875-47.47746658325195j),(2.7054956781267525+0.20789800081315202j),(0.24601236920779562-0.0051624685435488465j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(847.1644287109375-66.28712463378906j),(313.41815185546875-45.704002380371094j),(2.676902398205071+0.17886018602919806j),(0.24416079467384616-0.0009172890069609277j)
1,24,2009-02-13 19:03:52,0.05064225689246009,0.10592230651613348,(845.5536499023438-58.18140411376953j),(316.8673095703125-40.12691879272461j),(2.649245578867672+0.1518763742359464j),(0.2414197423778051+0.0017179463222728863j)
