cycle_num,ambient_temperature,cycle_time_start,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(832.7495727539062-27.377193450927734j),(327.5276184082031-90.7842025756836j),(2.3826451184343957+0.5768348469823338j),(0.16540953498211108-0.1290543436750961j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(826.0628662109375-41.28160095214844j),(331.81427001953125-78.22703552246094j),(2.386236081290755+0.43815648355148706j),(0.18469275241046157-0.10341429510733052j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(825.5372924804688-48.6207275390625j),(331.9594421386719-69.78458404541016j),(2.411099396225583+0.36039595725282186j),(0.19697833561721934-0.08031004077147227j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(823.8683471679688-55.49310302734375j),(334.42803955078125-64.80252838134766j),(2.4053533822078035+0.3001538923745233j),(0.20429901107857315-0.06064456729078514j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(823.2815551757812-53.55828094482422j),(336.043701171875-57.236576080322266j),(2.4072350780200944+0.25063291603973814j),(0.2082669861728397-0.04460083961940278j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(823.1001586914062-57.515716552734375j),(335.83258056640625-52.724891662597656j),(2.4182074283911437+0.2083895731880582j),(0.21006671631609264-0.03196108142490284j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(821.2781982421875-62.85707092285156j),(338.4596252441406-48.688995361328125j),(2.4034951473464385+0.16003886170529746j),(0.21052112125012318-0.02231430188407664j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(821.6283569335938-63.494468688964844j),(337.4461975097656-46.823341369628906j),(2.414463951518237+0.1468643046013357j),(0.21017663646782397-0.015180645929531986j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(818.8565673828125-67.68135070800781j),(341.1257629394531-42.6021614074707j),(2.387987063676321+0.09982259716844313j),(0.20938182596784988-0.010080538625814092j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(818.4591064453125-66.28695678710938j),(340.3171081542969-45.85287857055664j),(2.387884439348403+0.12695341320092007j),(0.2083505292030072-0.006569928573061113j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(819.05712890625-59.492164611816406j),(341.6448974609375-37.90214157104492j),(2.38732905875194+0.09071617805505978j),(0.20720846844176247-0.004255951462210675j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(820.4246826171875-59.42210388183594j),(340.6214294433594-37.69456100463867j),(2.3985431910252593+0.09098056104447064j),(0.20602555894872185-0.0028018971349006863j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(818.876953125-59.289573669433594j),(342.6640625-36.8858757019043j),(2.380775301460575+0.08325182386000841j),(0.2048371344779923-0.0019266725493330694j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(817.4257202148438-61.095550537109375j),(343.8289489746094-35.849082946777344j),(2.3701802778078824+0.06943347531392459j),(0.2036572058206119-0.0014016524240993739j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(814.841796875-60.570953369140625j),(345.8510437011719-37.36581802368164j),(2.3475677002289435+0.07849574147691053j),(0.2024863688502611-0.0010464587795971938j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(817.3775634765625-37.2448844909668j),(345.1498718261719-29.252925872802734j),(2.3603721103901063+0.09214230826231586j),(0.20131638298041893-0.0007244501289013274j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(815.313232421875-41.77429962158203j),(348.3915710449219-26.236316680908203j),(2.336002859699386+0.05601114606323844j),(0.2001328850130556-0.0003382822004545098j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(814.5076293945312-40.173728942871094j),(348.4268798828125-26.1932373046875j),(2.3331538492056603+0.06009617715131614j),(0.19891723429195726+0.00017432861230815496j)
1,24,2008-07-07 14:43:14,0.06515815158455215,0.09555369570022001,(812.7189331054688-39.27476119995117j),(349.6998596191406-30.274593353271484j),(2.316408834369392+0.08822872944275846j),(0.19764811097354737+0.0008446362622186958j)
