cycle_num,ambient_temperature,cycle_time_start,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(899.3019409179688-54.81196212768555j),(258.4624938964844-64.3766860961914j),(3.3259152367731484+0.6163348370243608j),(-0.00046374811023777344+0.02262507212748932j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(896.7604370117188-62.093849182128906j),(260.7977294921875-55.7398567199707j),(3.336982868816167+0.47511570765570205j),(0.03392752905072339-0.07514479116620268j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(898.6463623046875-67.74559783935547j),(259.7200012207031-51.13490295410156j),(3.3803783270613157+0.4047039864817868j),(0.11271580294411065-0.12138085977972914j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(895.2774658203125-70.47842407226562j),(260.7483215332031-46.99952697753906j),(3.3726371329155014+0.3376202973196759j),(0.19408266734035004-0.12340199583647939j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(895.9091186523438-69.53591918945312j),(260.55230712890625-40.592140197753906j),(3.397613140685439+0.2624443072812649j),(0.2595824309338611-0.10022512276967811j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(896.8087158203125-69.57307434082031j),(262.45574951171875-41.774295806884766j),(3.3737128503563016+0.27189880339910727j),(0.3054455232527159-0.06818435312136054j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(895.4275512695312-73.05293273925781j),(266.30242919921875-37.67460632324219j),(3.334516325679899+0.19742086944999843j),(0.33428694014122057-0.0374544819378307j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(894.7485961914062-72.51399993896484j),(264.0782775878906-37.47080612182617j),(3.3595182677145226+0.20209862856113472j),(0.3503093067571193-0.012938889224962832j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(893.9486694335938-74.74966430664062j),(263.362060546875-37.74225616455078j),(3.365918946970116+0.1985392683761827j),(0.35727417214433094+0.003906680299726727j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(894.1235961914062-76.95571899414062j),(265.69384765625-34.5468864440918j),(3.3463258809116954+0.14546599990770248j),(0.35797988416788007+0.013537705782689332j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(894.74169921875-66.27955627441406j),(266.2513122558594-31.402774810791016j),(3.343367226372671+0.14539440770134252j),(0.35436488235602703+0.017294132086203347j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(891.1288452148438-64.19808959960938j),(269.8252258300781-32.725425720214844j),(3.2831767037695556+0.1602713964674847j),(0.3477747994348685+0.01678734203460116j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(890.0960693359375-64.26931762695312j),(269.6393127441406-31.3020076751709j),(3.284468717038525+0.14293593530709298j),(0.33920069380241874+0.013562337444570832j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(890.9033203125-66.34329986572266j),(270.3385314941406-30.25942611694336j),(3.281861479672488+0.12193579998485664j),(0.3294344669389859+0.008930644658291815j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(887.951171875-64.20530700683594j),(272.3974914550781-33.53118133544922j),(3.2396868902763205+0.16308968685353414j),(0.31914747363127977+0.0039075159482602805j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(888.6405029296875-42.039886474609375j),(274.2021484375-25.652753829956055j),(3.226922734130763+0.14857494109540778j),(0.30891736000511727-0.0007878269125679191j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(888.1311645507812-41.18768310546875j),(273.7983093261719-27.058349609375j),(3.2270912297467222+0.16848927856384055j),(0.29922831681048656-0.00469612599869536j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(883.9362182617188-41.67601776123047j),(277.6168518066406-26.042278289794922j),(3.1702005771252906+0.14726493596004708j),(0.2904630404325024-0.007565453920095803j)
1,24,2010-09-17 16:02:32,0.10090192584083808,0.15478049323493148,(882.7664184570312-40.851280212402344j),(280.5911560058594-27.336868286132812j),(3.1305644425373873+0.1594082588032781j),(0.28289676934218677-0.009295767449056604j)
