cycle_num,ambient_temperature,cycle_time_start,Capacity,Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
1,4,2010-08-23 17:51:09,0.8631448527758341,3.818275498868238,-0.00022359477682378973,9.269790882570577,0.0002,0.0,0.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.818251607211284,-0.0023970530374059808,9.226356299373512,0.0002,3.832,9.313000000000002
1,4,2010-08-23 17:51:09,0.8631448527758341,3.446851373564931,-2.0119879509650174,9.20464519659275,1.9972,2.452,19.406
1,4,2010-08-23 17:51:09,0.8631448527758341,3.4229752677553975,-2.0118213167651904,9.265591185784546,1.9974,2.432,28.796999999999997
1,4,2010-08-23 17:51:09,0.8631448527758341,3.4029754490148205,-2.0126371059815167,9.301346770347195,1.9974,2.414,38.141
1,4,2010-08-23 17:51:09,0.8631448527758341,3.384898603261075,-2.0126516512428627,9.385180318994161,1.9974,2.396,47.563
1,4,2010-08-23 17:51:09,0.8631448527758341,3.3680244232036394,-2.0129067507586305,9.454623610370788,1.9974,2.38,56.953
1,4,2010-08-23 17:51:09,0.8631448527758341,3.351609611841167,-2.009981886401904,9.579000801430432,1.9974,2.364,66.235
1,4,2010-08-23 17:51:09,0.8631448527758341,3.335524618970223,-2.010777503164567,9.661614424237555,1.9976,2.345,75.625
1,4,2010-08-23 17:51:09,0.8631448527758341,3.3200283575298206,-2.0110015213162526,9.755228076649752,1.9976,2.329,85.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.303946295137821,-2.011289822612663,9.858870445428852,1.9976,2.315,94.344
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2881350041224593,-2.011247388636915,9.949620648937465,1.9976,2.301,103.75
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2724616883925037,-2.011635426442659,10.051095989018993,1.9976,2.286,113.11
1,4,2010-08-23 17:51:09,0.8631448527758341,3.256681991530671,-2.011481044532085,10.133817247793358,1.9976,2.273,122.469
1,4,2010-08-23 17:51:09,0.8631448527758341,3.241032074267313,-2.012457029190732,10.234711026654328,1.9976,2.259,131.86
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2253193813639083,-2.0127051154047506,10.3128191257729,1.9976,2.243,141.235
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2103933057943164,-2.012894456384444,10.426819997635079,1.9976,2.229,150.61
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1958879051182567,-2.01274291783635,10.554066402791582,1.9978,2.215,159.953
1,4,2010-08-23 17:51:09,0.8631448527758341,3.18237387036451,-2.0124418364177736,10.636101221774748,1.9978,2.203,169.328
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1699208027976846,-2.0114039936904353,10.74872799986977,1.9978,2.191,178.688
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1585981939814127,-2.011831560911277,10.858790479393745,1.9978,2.181,188.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.149278362328974,-2.011551493069625,10.938942710039052,1.9978,2.171,197.313
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1414906736822688,-2.011819259048646,11.094014941857486,1.9978,2.163,206.672
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1354502373858852,-2.01154816034079,11.1837029341957,1.9978,2.157,216.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.131403667596553,-2.011343278665145,11.289112689762824,1.9978,2.153,225.328
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1286090244912765,-2.0116787347291094,11.414914046569677,1.9978,2.151,234.641
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1275320773952924,-2.012496874513926,11.49035957718083,1.9978,2.15,243.953
1,4,2010-08-23 17:51:09,0.8631448527758341,3.127677350364979,-2.0115378506043933,11.629406118396844,1.9978,2.15,253.281
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1287324154664655,-2.0114222272698914,11.704074765589745,1.998,2.152,262.656
1,4,2010-08-23 17:51:09,0.8631448527758341,3.13074606201485,-2.0113258297161125,11.832491721936686,1.998,2.154,272.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1331539319579007,-2.0111030600955635,11.9642147451416,1.998,2.157,281.375
1,4,2010-08-23 17:51:09,0.8631448527758341,3.136458681695574,-2.0125994638385594,12.05953665965703,1.998,2.161,290.703
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1396683000903867,-2.01085979668663,12.148041650697623,1.998,2.165,300.125
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1434133870053347,-2.0111741698773278,12.260021451706072,1.9978,2.169,309.485
1,4,2010-08-23 17:51:09,0.8631448527758341,3.14738629707528,-2.011008216697363,12.350976626465814,1.998,2.173,318.828
1,4,2010-08-23 17:51:09,0.8631448527758341,3.150983003810281,-2.0117277879143742,12.454211227538542,1.998,2.177,328.219
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1548752806790787,-2.0106878292173906,12.547899799176179,1.998,2.181,337.531
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1585456736545185,-2.0120641909004218,12.609680847461227,1.998,2.185,346.953
1,4,2010-08-23 17:51:09,0.8631448527758341,3.162218038897384,-2.01118474116031,12.66780943754133,1.998,2.189,356.25
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1659296941443196,-2.01213975690033,12.804720749207041,1.998,2.194,365.578
1,4,2010-08-23 17:51:09,0.8631448527758341,3.169325575768775,-2.0122258473276387,12.86013753165023,1.998,2.197,374.906
1,4,2010-08-23 17:51:09,0.8631448527758341,3.172508900505752,-2.011755040358551,12.94440086598526,1.998,2.201,384.266
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1756244946023826,-2.0117368641940296,13.095624532875586,1.998,2.204,393.61
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1785749251233946,-2.012685512332597,13.134399507752274,1.998,2.208,403.031
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1812344737303713,-2.011907550589893,13.173415587856603,1.998,2.211,412.36
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1838360490336473,-2.01281522035028,13.312319389539416,1.998,2.214,421.75
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1865979978606433,-2.0112456073951486,13.367304673089613,1.998,2.217,431.078
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1887455822149002,-2.011851124153759,13.389958328467348,1.998,2.219,440.406
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1908257579044004,-2.011711218199417,13.449625254536564,1.998,2.221,449.828
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1929449504580782,-2.0119982954857982,13.497030722121776,1.998,2.224,459.141
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1944631850882033,-2.01189269952614,13.571679968340627,1.9982,2.226,468.516
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1960414613976122,-2.01119281924883,13.71210200292376,1.998,2.227,477.875
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1975989326919048,-2.0095895621705178,13.734892368704047,1.998,2.229,487.203
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1987947931010403,-2.010027216232247,13.798086538705958,1.9982,2.231,496.547
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1998513543154496,-2.011571509748887,13.822664085435898,1.998,2.233,505.906
1,4,2010-08-23 17:51:09,0.8631448527758341,3.201008659253098,-2.0107826977652707,13.93532304788571,1.9982,2.234,515.25
1,4,2010-08-23 17:51:09,0.8631448527758341,3.201748581120131,-2.012363150480833,13.93511876870103,1.998,2.235,524.594
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2025447565798686,-2.012826360174385,13.962430053813414,1.9982,2.236,533.938
1,4,2010-08-23 17:51:09,0.8631448527758341,3.203155181090104,-2.0110789104853257,14.08221017047638,1.9982,2.237,543.25
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2034621598706403,-2.0116142758536135,13.968692217924339,1.9982,2.237,552.594
1,4,2010-08-23 17:51:09,0.8631448527758341,3.204039516996878,-2.0127865980071413,13.857303113593767,1.9982,2.238,561.953
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2038025625345687,-2.01202807232105,13.54654551538211,1.9982,2.239,571.281
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2031663859655453,-2.0124155501978613,13.387152216989335,1.9982,2.238,580.625
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2023841636782993,-2.012715643161282,13.22125157091335,1.9982,2.237,589.969
1,4,2010-08-23 17:51:09,0.8631448527758341,3.2011033126664614,-2.012101570090984,13.196973660973079,1.9982,2.237,599.266
1,4,2010-08-23 17:51:09,0.8631448527758341,3.19958806153914,-2.011228024941119,13.174327029492638,1.998,2.235,608.656
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1977292144851743,-2.0115338399926554,13.071770426807582,1.9982,2.233,618.031
1,4,2010-08-23 17:51:09,0.8631448527758341,3.195890915013684,-2.010903869978911,12.886604806520687,1.9982,2.232,627.391
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1937800192749455,-2.012533413072277,12.85365944398624,1.9982,2.23,636.813
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1915096196611636,-2.011193727384484,12.75437499557342,1.9982,2.228,646.219
1,4,2010-08-23 17:51:09,0.8631448527758341,3.188905137365402,-2.0115125453512794,12.713399556643008,1.9982,2.226,655.625
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1860818249526455,-2.0138832498682735,12.676679503602921,1.998,2.224,665.0
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1839888624987016,-2.012474264941084,12.739126609116408,1.9982,2.221,674.344
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1810964259276338,-2.0123495275142997,12.838828393080528,1.9982,2.219,683.719
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1782461829905264,-2.010367705420665,12.7085610580852,1.9982,2.216,693.047
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1754511935103933,-2.01278457907094,12.785952968144834,1.9982,2.213,702.391
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1724048763791575,-2.0115526049240726,12.67016160594673,1.9982,2.211,711.781
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1695578759790513,-2.0122043194644696,12.65478253353758,1.9982,2.208,721.11
1,4,2010-08-23 17:51:09,0.8631448527758341,3.16637701012642,-2.0127526564165565,12.593167780740746,1.9982,2.205,730.485
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1632972983157392,-2.0125589934435246,12.506483454420989,1.9982,2.201,739.875
1,4,2010-08-23 17:51:09,0.8631448527758341,3.159935410233259,-2.0108752359889532,12.67542921636366,1.9982,2.198,749.203
1,4,2010-08-23 17:51:09,0.8631448527758341,3.156929927963353,-2.010921237866816,13.003864691058677,1.9982,2.195,758.547
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1539032062795687,-2.0116260160595005,13.126038819925643,1.998,2.192,767.828
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1511976667353787,-2.0135573071403745,13.165922537466631,1.9982,2.189,777.172
1,4,2010-08-23 17:51:09,0.8631448527758341,3.148515228584731,-2.0122094811474907,13.245536150705403,1.9982,2.187,786.516
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1457259593983005,-2.012195154251788,13.412843906354373,1.9982,2.184,795.906
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1431888902622824,-2.01177756493504,13.494625206440706,1.9982,2.182,805.266
1,4,2010-08-23 17:51:09,0.8631448527758341,3.1407270182609217,-2.012165440534569,13.600783410809509,1.9982,2.179,814.656
