cycle_num,ambient_temperature,cycle_time_start,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(894.9740600585938-46.662200927734375j),(262.2669982910156-71.92859649658203j),(3.219117176962026+0.7049471751075322j),(0.005716604772143075-0.020688281384392496j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(891.0156860351562-56.092716217041016j),(266.7078857421875-62.930110931396484j),(3.2116160312976927+0.5474702650626491j),(0.06433159997870301-0.09188846846285834j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(891.2167358398438-60.82502365112305j),(267.7254638671875-57.527339935302734j),(3.2285958233018612+0.46655071200707865j),(0.14176068786350898-0.11574852176734315j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(890.5300903320312-65.9903793334961j),(268.4728088378906-51.660377502441406j),(3.2441971904769096+0.37845945240678996j),(0.21151042638340786-0.10644406768335993j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(890.7782592773438-62.264713287353516j),(268.8313293457031-48.731201171875j),(3.248754687684172+0.3572909645242248j),(0.26400551961329005-0.08058265985347571j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(888.4071044921875-64.11849975585938j),(269.6352233886719-48.195003509521484j),(3.2340298538758567+0.3402581430147055j),(0.29883436072202485-0.0504265323674177j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(887.350830078125-67.91249084472656j),(270.3860778808594-44.240116119384766j),(3.2362501390309157+0.27834122114282084j),(0.3191250275858566-0.023079088883365587j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(887.706298828125-64.12413024902344j),(272.40191650390625-44.71025085449219j),(3.210946051896162+0.29162083083345747j),(0.32859564380929374-0.001712111371058624j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(884.7424926757812-65.31434631347656j),(273.1998291015625-45.70561599731445j),(3.189180497043487+0.2944698504939782j),(0.330398181320585+0.01296697193997647j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(884.4923706054688-65.19171905517578j),(273.954345703125-45.58675765991211j),(3.1801524103066914+0.29122048781630505j),(0.3268797118863236+0.021580639638707533j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(881.7974853515625-53.48160934448242j),(279.057373046875-44.3212776184082j),(3.111855903921762+0.3025894609404665j),(0.31970686339292576+0.02533872360749639j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(879.3685302734375-52.49320983886719j),(281.9087829589844-42.21159362792969j),(3.0782036919484534+0.2747082680319368j),(0.3100729977492897+0.025596880758156637j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(876.209228515625-51.847259521484375j),(285.69488525390625-44.51274871826172j),(3.021859302913697+0.2893436619195629j),(0.2988740189711881+0.023615262814919182j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(872.7840576171875-50.67311477661133j),(288.65460205078125-45.238033294677734j),(2.977996546168815+0.29116318095501276j),(0.2868233788653645+0.020442950535010995j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(869.3755493164062-49.029808044433594j),(290.18499755859375-48.094364166259766j),(2.9430954678819767+0.31881902214903457j),(0.274513060591842+0.01687963920441511j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(864.888916015625-29.18632698059082j),(297.47607421875-39.76545715332031j),(2.8692670179356012+0.28543938501797833j),(0.2624383347261945+0.013483462369466303j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(860.7355346679688-26.93250846862793j),(302.39056396484375-42.351078033447266j),(2.803911215474087+0.3036343231511937j),(0.251003501420706+0.010604177589369882j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(856.7472534179688-26.387319564819336j),(306.1187744140625-40.807472229003906j),(2.761164955530958+0.28188026965308893j),(0.2405210256729371+0.00842725080886764j)
1,24,2010-08-23 18:25:01,(0.048745478569106604+0j),(0.1617636532324595+0j),(853.8018798828125-29.75738525390625j),(308.9889831542969-39.06242370605469j),(2.7317277695606688+0.24903969567045134j),(0.23121117754203974+0.007018822852825866j)
